DATAFLOW,LAST UPDATE,freq,s_adj,nace_r2,sizeclas,indic_em,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,DE,2017-Q4,2.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,DE,2018-Q1,2.9,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,DE,2018-Q2,3.0,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,DE,2018-Q3,3.1,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,DE,2018-Q4,3.2,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,DE,2019-Q1,3.3,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,DE,2019-Q2,3.4,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,DE,2019-Q3,3.3,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,DE,2019-Q4,3.2,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,DE,2020-Q1,2.9,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,DE,2020-Q2,2.1,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,DE,2020-Q3,2.4,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,DE,2020-Q4,2.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,DE,2021-Q1,2.9,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,DE,2021-Q2,2.9,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,DE,2021-Q3,3.4,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,DE,2021-Q4,3.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,DE,2022-Q1,4.2,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,DE,2022-Q2,4.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,DE,2022-Q3,4.4,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,DE,2022-Q4,4.3,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,DE,2023-Q1,4.1,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,DE,2023-Q2,4.1,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,DE,2023-Q3,4.1,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2006-Q1,1.0,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2006-Q2,1.2,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2006-Q3,1.4,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2006-Q4,1.1,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2007-Q1,1.1,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2007-Q2,1.2,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2007-Q3,1.2,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2007-Q4,1.4,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2008-Q1,1.3,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2008-Q2,1.1,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2008-Q3,1.2,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2008-Q4,1.2,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2009-Q1,1.0,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2009-Q2,1.0,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2009-Q3,1.0,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2009-Q4,1.2,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2010-Q1,1.1,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2010-Q2,1.2,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2010-Q3,1.2,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2010-Q4,1.4,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2011-Q1,1.5,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2011-Q2,1.5,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2011-Q3,1.5,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2011-Q4,1.5,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2012-Q1,1.4,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2012-Q2,1.5,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2012-Q3,1.4,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2012-Q4,1.4,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2013-Q1,1.3,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2013-Q2,1.3,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2013-Q3,1.4,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2013-Q4,1.4,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2014-Q1,1.4,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2014-Q2,1.4,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2014-Q3,1.4,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2014-Q4,1.5,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2015-Q1,1.5,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2015-Q2,1.5,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2015-Q3,1.5,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2015-Q4,1.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2016-Q1,1.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2016-Q2,1.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2016-Q3,1.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2016-Q4,1.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2017-Q1,1.8,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2017-Q2,1.9,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2017-Q3,2.0,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2017-Q4,1.9,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2018-Q1,2.0,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2018-Q2,2.1,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2018-Q3,2.1,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2018-Q4,2.2,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2019-Q1,2.2,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2019-Q2,2.2,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2019-Q3,2.2,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2019-Q4,2.2,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2020-Q1,1.9,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2020-Q2,1.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2020-Q3,1.8,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2020-Q4,1.9,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2021-Q1,2.0,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2021-Q2,2.3,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2021-Q3,2.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2021-Q4,2.8,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2022-Q1,3.0,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2022-Q2,3.2,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2022-Q3,3.1,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2022-Q4,3.1,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2023-Q1,3.0,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EA19,2023-Q2,3.0,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2008-Q1,2.9,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2008-Q2,2.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2008-Q3,2.4,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2008-Q4,1.9,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2009-Q1,1.1,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2009-Q2,0.8,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2009-Q3,0.9,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2009-Q4,0.8,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2010-Q1,1.0,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2010-Q2,1.1,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2010-Q3,1.1,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2010-Q4,1.1,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2011-Q1,1.2,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2011-Q2,1.3,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2011-Q3,1.4,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2011-Q4,1.4,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2012-Q1,1.4,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2012-Q2,1.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2012-Q3,1.3,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2012-Q4,1.4,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2013-Q1,1.4,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2013-Q2,1.4,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2013-Q3,1.5,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2013-Q4,1.3,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2014-Q1,1.4,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2014-Q2,1.4,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2014-Q3,1.4,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2014-Q4,1.5,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2015-Q1,1.4,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2015-Q2,1.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2015-Q3,1.5,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2015-Q4,1.3,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2016-Q1,1.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2016-Q2,1.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2016-Q3,1.8,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2016-Q4,1.8,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2017-Q1,2.1,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2017-Q2,2.1,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2017-Q3,2.1,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2017-Q4,2.1,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2018-Q1,1.9,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2018-Q2,1.9,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2018-Q3,1.8,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2018-Q4,1.9,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2019-Q1,2.0,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2019-Q2,1.8,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2019-Q3,1.8,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2019-Q4,1.9,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2020-Q1,1.5,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2020-Q2,1.3,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2020-Q3,1.3,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2020-Q4,1.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2021-Q1,1.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2021-Q2,1.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2021-Q3,1.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2021-Q4,2.0,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2022-Q1,2.2,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2022-Q2,2.1,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2022-Q3,1.9,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2022-Q4,2.0,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2023-Q1,1.9,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EE,2023-Q2,1.8,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2014-Q1,0.9,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2014-Q2,1.0,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2014-Q3,1.5,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2014-Q4,1.8,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2015-Q1,1.0,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2015-Q2,0.8,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2015-Q3,0.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2015-Q4,0.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2016-Q1,0.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2016-Q2,0.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2016-Q3,1.1,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2016-Q4,0.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2017-Q1,0.8,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2017-Q2,0.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2017-Q3,0.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2017-Q4,0.5,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2018-Q1,0.5,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2018-Q2,0.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2018-Q3,0.8,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2018-Q4,0.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2019-Q1,0.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2019-Q2,0.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2019-Q3,0.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2019-Q4,0.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2020-Q1,0.5,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2020-Q2,0.3,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2020-Q3,0.4,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2020-Q4,0.5,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2021-Q1,0.3,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2021-Q2,0.5,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2021-Q3,0.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2021-Q4,0.8,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2022-Q1,0.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2022-Q2,1.1,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2022-Q3,1.0,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2022-Q4,1.0,
